日期,標題,內容,網址
2019/01/02,UltraBOOST 19 開春釋出兩款全新配色 1/4 正式抵台,"品牌：adidas
型號：UltraBOOST 19
售價：

特色：
UltraBOOST 19 全新配色Dark Pixel暗黑元素透過Primeknit的針織技術，以多彩織線演繹黑色鞋面，其設計靈感取自於經典的UltraBOOST Triple Black鞋款，adidas大膽解構潮流界最經典不敗的黑色，其實源自於多種色彩相互疊印而成，adidas應用Primeknit針織技術，為全新配色Dark Pixel暗黑元素衝撞出視覺上的玩色效果。在穿著體驗上，adidas以全新360度Primeknit針織鞋面，從鞋面一路環繞至腳底位置，不僅帶給跑者更包覆貼合的足部體驗，也提供更透氣的舒適腳感，搭配增加20%含量的BOOST中底、3D Heel Frame立體後跟穩定結構，及新型的Torsion抗扭轉系統，賦予跑者前所未有的跑步體驗。
此外，專為女性設計的Cherry Blossom櫻花粉配色同步上市，各種粉紅色交織而成的鞋面設計，詮釋春暖花開之際櫻花綻放的繽紛視覺，UltraBOOST 19幫助女性運動愛好者在生活中以柔美而自信的樣貌，持續創造更好的自我。
購買：UltraBOOST 19 Dark Pixel暗黑元素與Cherry Blossom櫻花粉全新配色，將於2019年1月4日全球同步上市，台灣販售訊息請密切關注官方粉絲團：https://goo.gl/vQ1gbD
形象圖：
   
 
",http://overdope.com/archives/420638
2019/01/01,十三周年！Nike 即將復刻 Kobe1 “81 Points” 經典傳奇戰鞋！,"品牌：Nike
型號：Kobe 1 Protro “81 Points”
售價：USD $175
特色：2006 年 1 月 22 日，「黑曼巴」Kobe Bryant 在與暴龍隊的賽事中，以傳奇之姿獨得了整整 81 分，這場戰役除了讓 Kobe 成為經典外，更讓球迷牢牢地記住了這「81 分戰役」，而隨著在月底將迎來 13 周年，Nike 在日前宣布將要復刻當初 Kobe 在比賽中所穿的球鞋，大色塊的白色鞋面配合些許的紫色細節，或許沒有太高階的科技，但經典的外觀卻再次出現在我們眼前。
購買：根據消息，Nike Kobe 1 Protro “81 Points” 將於 13 周年整，也就是 1 月 22 日時正式發售，各位喜歡 Kobe 的球迷朋友們可千萬不要錯過這次機會了！
最佳形象：

產品圖：

(via NIKE)

",http://overdope.com/archives/420623
2019/01/01,NBHD X BAPE X adidas 聯乘 NMD TS1 鞋款發售情報正式釋出！,"品牌：NBHD X BAPE X adidas Originals
型號：NMD TS1
特色：以 NMD TS1 為底，外露式設計的鞋舌上印著 NBHD、BAPE 及「東京」 的字樣，鞋面則以深灰色的編織鞋面配上類似於「荊棘」的紋路，中底上有著亮眼的黃色閃電紋，算是相當契合品牌雙方的設計。
購買：早前我們曾為各位報導過 BAPE X NBHD 的完整聯乘系列，當時只知道服飾系列會於 1 月 2 日發售，而今又有新情報，鞋款中的 NMD 將在 1 月 2 日與服飾系列一同在 BAPE 門市發售，POD-S3.1 則需等到 1 月底左右的時間才會有消息，有興趣的朋友們可千萬不要錯過了！
形象圖：


 
 
(via HYPEBEAST)
產品圖：
 
(via BAPE)

",http://overdope.com/archives/420609
2019/01/01,Jerry Lorenzo 親自分享 Air Fear Of God 1s 最新「粉系」配色設計？,"2018 年末討論度極高的 Nike X Fear Of God 系列中，最為搶手的應該就是多次曝光 Air Fear Of God 1s 了吧，黑灰配色可以說是吸引了所有極簡風格潮人的目光，而稍早 Fear Of God 主理人 Jerry Lorenzo 卻在他的 Instagram 上曝光了 Air Fear Of God 的最新配色設計？


 










在 Instagram 查看這則貼文


















 
…over the past year we’ve sampled tons of sneakers in lots of colorways, fabrics, materials, etc… i design in 3d so i have to touch and feel it before pulling the trigger. my gifts are in physicality not photoshop. there’s actually about 20 to 30 more vibes/sneakers in this box… some will see the light of day, some may forever live in this box… in an era of leaks, i’m not mad this colorway made the light of day… i actually love this orange box color cage and bone upper vibe… this shoe for was made for @famu_1887 mens/womens hoop teams… when i played baseball there in the 90’s we didnt have coordinated team shoes and we just wore whatever we could afford… playing ball at a black college in the 90’s was everything except D1. …anyhow, i said if i ever get the opportunity i’m going to make @famuathletics what michicgan and the fab 5 were to me in college or what orgegon is to kids today… so anyhow, this is a just a sample from that train of thought… not sure whether or not it sees the light of day or hits the @famuathletics teams, but thought i’d provide you with the context of the spirit behind this (sample) shoe… everything we do has reason and has foundation. we don’t move on hype. and we dont ride waves. 👊🏽
 jerrylorenzo（@jerrylorenzo）分享的貼文 於 PST 2018 年 12月 月 31 日 上午 10:22 張貼



根據 Jerry Lorenzo 的說法，這箱子中的版本乃是他先前設計時所構思的其他配色，而在箱子中共有 20-30 種的不同版本，有些未來可能會量產市售，有些則將永遠塵封在箱子中，對 Jerry Lorenzo 的其他設計有興趣的朋友們不妨關注我們的後續追蹤報導，或許有機會看見更鮮艷的配色上市也不一定？

",http://overdope.com/archives/420607
2019/01/01,2019 年的第一天，回顧去年，是否還有哪些目標沒達成？,"今天已經正式進入 2019 年，但在愉快迎來新的一年時，我突然想到了一個問題：“2018 年裡你創立的一個或多個小目標，是否還有哪些沒有實現？” 當然我們不是個雞湯公號，每個人關於時間的規劃也都不盡相同，這個問題留給大家自己在心裡思考啦，在休息時段我們還是來些淺的內容，簡單回顧下 2018 年潮流圈內都發了哪些事，我們大概的按時間順序梳理下。

差不多一月初，陸續傳出了 MADNESS 與 WTAPS 聯名的消息，而在這之前 MADNESS 也已經與西山徹主理的另一品牌 DESCENDANT 展開了合作。

而 WTAPS 與 MADNESS 的合作單品釋出後，也可以比較客觀的說這是一次常規操作了，不過對於余文樂來說應該也算是完成了他成立品牌路上的一個小目標了。

同樣是發生在 “跨年” 時的事，因為種種原因，NPC 於 2017 年 12 月 31 日暫時關閉了位於長樂路的門店，並舉辦了一場“長樂家宴”的紀念性 Pop-Up 來讓大家留下一段記憶。

當然，Supreme 一年兩次的開季也是大家普遍不能錯過的重大事件，這一季度都會發些什麼產品，Supreme 一直以這樣彙總的形式提前公示出來，這也使得大家不管會不會買都會習慣性的去看一下，下一季的 Supreme 都會出些什麼。

而去年 Supreme 你想買什麼應該也都進行得差不多了，剩下的應該就是靜靜等待 Supreme 19SS 的到來了。2018年初發生的另一件另國人比較關注的事，就是我們大家都比較熟悉的國內街頭品牌 CLOT 及 李寧、太平鳥、CHENPENG 一同在紐約時裝周走秀。


紐約時裝周究竟意味著什麼不說，不過對於國內品牌有這樣的一次機會向外界展示自己的品牌，對於品牌來說也是值得一試的挑戰。

上半年發生的另一件我個人認為還比較有趣的事，就是 Anti Social Social Club 一連串的知錯就改，先是開始好好發快遞了，再有就是 2018SS 他們認真地給品牌拍了型錄，但好像年輕人的視線都無法再集中在這個 ASSC 上了，所以如果做品牌的希望以 “話題” 來博取大眾一時的目光確實能掙快錢，但對於品牌自身的長久發展來說不是什麼好事。

如果說 2018 年最讓我印象深刻的一雙鞋，應該就是在 Air Max Day 上發售的 這雙 Air Max 1/97，由美國知名古著店主理人之一的 Sean Wotherspoon 和他的團隊共同打造的，通過燈芯絨這種凸顯質感的材質，再通過 Hybrid 的概念將 Air Max 1 和 Air Max 97 兩雙 Nike 的經典鞋款融合，通過這雙鞋，你能找到球鞋圈許久不見的誠意。

接著是 Virgil Abloh 成為 Louis Vuitton 的男裝藝術總監，往後我們走上街頭能看到的穿衣風格，可能也是越來越亂。

然後還有外行人看熱鬧的各種 Supreme 入駐中國市場，以“Supreme”為靈感創立的品牌已經越來越多，他們也在不斷通過合法的手段擴展自己的市場，先有 Supreme NYC，還有前陣子剛剛官宣後又取消的 Supreme x Samsung，而中國各種 Supreme 甚至都快不足為奇了，但對於這些商人們來說可還是燙手的山芋，因為每每出現類似新聞時，總還是會有群眾被他們矇蔽雙眼，真心的希望，2019 年裡這些山寨可以和假貨一起離我們遠一些。

而隨著年末 NikeLab ACG 18秋冬最後一波新品發佈，Errolson Hugh 與 Nike 的合作也告一段落，而 Nike 也早早找好了新的合作對象，與 Matthew M Williams 的聯名系列也在初登場就受到了不少的關注。

Uniqlo 與 Alexander Wang 聯手，實驗性的做了可以內外搭的保暖內衣褲。

英國滑板品牌 PALACE 也與 Ralph Lauren 帶來了一次更符合他們個性的聯名，可能是 PALACE 這一年度最棒的聯名，同時 PALACE 也在東京建立了他們的全新門店…


最後一件讓我印象比較深的事，應該就是 Dior 聯手日本藝術家空山基打造的 Dior 2019 早秋男裝系列發佈會，雖然聽採訪過空山基的朋友說他本人很討厭做一些商業的東西，但不得不說這一次通過商業形式，也非常壯觀地展現出了空山基的作品。

2018 發生的大事件還有一些，無法一一列舉，2018 一定也有屬於你的難忘瞬間。入手了哪些好物，又錯過哪些好物？留言說說看吧！同時也祝大家在 2019 年裡能不斷感受到生活帶給你的充實感受。

",http://overdope.com/archives/420586
2019/01/01,世上沒有他穿不上的 Nike，但這位 Nike 創始人之子卻喜歡穿 adidas？,"
▲ 圖片來源：imdb
著名電影 IP 變形金剛系列定檔 2018 年 12 月 26 號上映衍生片《Bumblebee》，派拉蒙影業將邁克爾·貝任命為製片人，把這部號稱重振賽博坦雄風的電影交給了第一次拍真人電影的 Travis Knight，Laika 工作室主理人，多部知名定格動畫導演，以及最為世人熟知的身份——Nike 體育帝國的創始人 Phil Knight 之子。
正如標題所言，世界上沒有他穿不上的 Nike，但他卻喜歡穿 adidas？

▲ Phil Knight 與 Travis Knight（圖片來源：elle）

不好好打拚 真的要回家繼承萬貫家業
Travis Knight 1973 年出生的時候，父親的 Nike 公司已經憑藉“阿甘”腳下的 Cortez 穩住了球鞋市場份額。
之後在他的成長過程中，歷經 Nike 的氣墊革命，見證 Swoosh Logo 和 “Just do it” 的誕生，每天和籃球之神邁克爾·喬丹和網球皇帝阿加西等巨星相處，外人看來他大概就是含著鑽石鑰匙降生的孩子。

▲ 圖片來源：GQ
父親為他鋪平了成長道路上的一切，Travis Knight 卻倍感壓力，甚至經常穿著 Adidas 的衣服向父親表達著不滿，並以學業為由婉拒了父親讓他繼承 Nike 帝國的邀請。

▲ 《Get Off Time》（圖片來源：Fox）
正值90年代嘻哈音樂崛起，Travis Knight 也不免做起音樂夢，拒絶了來之不易得到斯坦福大學 offer 改行跑去做說唱，以藝名 Chilly Tee 出道，硬是自己搗鼓出一張專輯《Get Off Time》。
“Now way back when, I’m meanin’ a couple of years ago
I wanted to rock the mic but I didn’t have the flow
I put the pen to the paper, tried to spark some ideas
I turn on The Box and I then I tune in the ears
and every station that I turned to seemed to have nothin’
cause where I’m from in Oregon they frontin’
I had to break loose and reach out far
to get what I wanted and to become a star.”
▲ 歌詞來源： 《Get Off Time》
專輯發行之後竟然賣出 10 萬多張，讓 Travis Knight 欣喜若狂——直到一個月後發現 10 萬多張基本都是父親偷偷買的。這樣的溺愛反而激化了父子的矛盾，Knight 宣佈徹底拒絶繼承家業。

為夢想我可以放棄一切
在嘻哈夢醒之後，崔維斯·奈特轉向兒時最喜歡的動畫。不得不說奈特的眼光獨特，選擇了小眾的定格動畫 Will Vinton 工作室，從黏土捏製到拍攝，作為一個工作室助手，一切從頭開始學習。

▲製作《The Boxtrolls》中的 Travis Knight（ 圖片來源：elle）
定格動畫市場並不明朗，工作室逐漸面對經濟危機，入不敷出，這個時候父親又來“搗亂”，一天推門進入辦公室的 Travis Knight 發現同事都在用異樣的眼光看他，5分鐘之後他發現自己成了自己的老闆——老奈特買下了整個萊卡公司，任命 Knight 當總裁，提供資金讓公司正常運轉。
對自己父親的溺愛無可奈何，又得知哥哥心臟病逝世的噩耗， Travis Knight 索性全身心投入到工作中，接管了整個工作室，並把工作室更名為 “Laika”。

▲ 圖片來源：laika
作為總裁的 Knight 依然和當初的學徒一樣，所有步驟都要親力親為，定格不像商業動畫，需要花費大量時間和精力，捏出一個人物模型大概要五個小時，拍攝中一秒 24 幀，90 分鐘的電影需要 129600 幀，忙碌一整天的成果就是兩三秒的鏡頭。
為了不浪費資源，奈特要求每一部動畫都要達到最高的質量，不在乎花費多少時間，只要拍出想要的動畫。終於，兩部合作動畫為工作室打出了名號，2005 年和華納合作出品的《Corpse Bride》獲得了奧斯卡最佳動畫提名，2009 年和焦點合作出品的《Coraline》收穫 1.24 億美金票房。

▲ 《Corpse Bride》（圖片來源：imdb）

▲ 《Coraline》（圖片來源：imdb）
此後萊卡工作室以 2 年一部的速度出產成品，獨特的陰影風格迅速得到整個動畫界的青睞，2012年的《Para Norman》，2014年的《The Boxtrolls》，2016年的《Kubo and the Two Strings》，每一部都是提名奧斯卡的精品，其中《Kubo and the Two Strings》更是獲得各種獎項 33 項和 62 項提名。

▲ 《ParaNorman》（圖片來源：imdb）

▲ 製作《ParaNorman》的劇照（圖片來源：elle）
 

▲ 《The Boxtrolls》（圖片來源：imdb）

▲ 《Kubo and the Two Strings》（圖片來源：imdb）

來自父親的“溺愛”
其實 Phil Knight 還是理解自己的兒子，老奈特的父親以前是當地第二大出版發行商，在得知他要搗鼓運動鞋的時候，心中也是一萬個不理解，所以當 Travis Knight 跟老奈特攤牌要一心投入動畫製作的時候，老奈特大概看到了自己當年的影子。
坐擁 Nike 的老奈特支持兒子的方式也是十足的 Sneaker 風，你出一部電影，我出一款聯名，而且每一雙都是限量到爆炸，作為一個 Sneakerhead，十足的羡慕 Travis Knight。


▲ Nike SB Dunk High “The Coraline ”（圖片來源：hypebeast）
第一雙 Nike SB Dunk High “The Coraline ”，為了慶祝鬼媽媽上映，Nike 把經典的 Dunk SB 搬了出來，左右腳分別演繹了電影中的貓鼠，鞋盒是電影中的馬戲團再現，隨鞋附贈兩個棉花糖掛件，發售不到 1000 雙。
第二雙就是大名鼎鼎的“通靈噴”！Nike Air Foamposite One “Paranorman” 這雙神鞋不必再過多介紹了，只要你喜歡球鞋，不可能不知道這雙鞋。隨鞋附贈殭屍鞋扣，一次性拆封鞋盒，收納袋。



▲ Nike Air Foamposite One “Paranorman”（圖片來源：hypebeast）
不過大部分鞋頭不知道的是還有另外一雙通靈聯名，Nike Air Raid “ParaNorman” ，把這雙冷門的籃球鞋搬出來配色再造，僅有一雙用作宣傳作勢，附有 Nike 靈魂設計師 Tinker Hatfield 和 Tiffany Beers 簽名，拍出 20 萬美元高價。

▲ Nike Air Raid “ParaNorman”（圖片來源：hypebeast）
第三雙 Nike Roshe One“The BoxTrolls ”，將當年發售的Nike Roshe One 和電影中的盒子怪配色融合，鞋盒印花還原了電影中盒子怪的齒輪工廠，隨鞋附贈麻袋和盒子怪襪子，鞋身運用皮革和麻布等電影中盒子怪衣服相同的材料。



▲ Nike Roshe One“The BoxTrolls ”（圖片來源：hypebeast）
最近一雙是《久保與二絃琴》的聯名，選擇冷門的 Air Jordan XV “Kubo”，把大熨斗造型簡化後將正反派的甲蟲與蛇刺繡於後跟 logo 處，鞋身則大膽採用類似馬毛材質造型，讓人印象深刻。



▲ Air Jordan XV “Kubo”（圖片來源：hypebeast）
以 Phil Knight 對兒子的溺愛，不知道會與即將上映的《Bumblebee》推出什麼樣的聯名，各位可以在今年的最後一天好好期待一下。

▲ 圖片來源：imdb

",http://overdope.com/archives/420553
2018/12/31,漸層實在太美！Nike 釋出「環繞氣墊」 Air Max 720 全新配色設計！,"品牌：Nike
型號：Air Max 720 “Sunset”、”Aqua”
售價：未知
特色：今年 Nike 首次發布了他們的最新鞋款 Air Max 720，當時獨特的全角度環繞氣墊讓消費者們都感到相當新奇，在 Air Max 鞋迷間也引發了討論的熱潮，而在年末時官方再次為我們帶來了該鞋款的最新配色 “Sunset” 及 “Aqua”，相信老鞋頭們都看得出這正是將 Air Max Plus 的經典配色移植到 Air Max 720 上的設計，但 Air Max 720 的前衛外觀也真的為這兩種配色賦予了新的生命。
購買：根據消息，Air Max 720 “Sunset” & “Aqua” 將於 2019 年 3 月發售，有興趣的朋友們千萬不要錯過了！
產品圖：

















 


(via HYPEBEAST)

",http://overdope.com/archives/420541
2018/12/31,又沒球打了！NBA 鞋頭 Nick Young 上工 20 天火速被裁員？！,"NBA 知名鞋頭 Nick Young 上個賽季雖然在勇士隊取得了冠軍戒指，但不知道是因為球員配置或 Nick Young 私底下的負面緋聞所害，今年 7 月的交易期時他一直找不到願意向他報價的球隊，就這樣苦苦地等了幾個月，直到 12 月初才終於接受丹佛金塊隊的合約。

但不知道為何，稍早金塊隊卻突然發布聲明，表示將把 Nick Young 裁員，在這 20 天中，Nick Young 甚至才上場了 4 次就被迫離開，而且目前也沒有任何球隊向他表示興趣，這代表他又要回去當他的失業球員了，不知道他的球員生涯會不會因為今年的挫折而結束呢？對 Nick Young 後續動向有興趣的朋友們不妨持續鎖定 OVERDOPE.COM 的追蹤報導！

",http://overdope.com/archives/420538
2018/12/31,15 萬台幣？！超奢華「蛇皮版」UNION X Air Jordan 1 現正販售中！,"品牌：Shoe Surgeon — UNION X Jordan Brand
型號：Air Jordan 1
售價：USD $5,000
特色：相信各位還記得早些時候由知名零售商 UNION 與 Jordan Brand 帶來的「混血版」Air Jordan 1，當時發售後在炒賣市場上引起了一陣波浪，即便現在也需要兩萬多台幣才能入手，相當熱門。但我們今日卻要為各位帶來一雙定價 15 萬台幣的 UNION X Air Jordan 1？！原來這是由知名客製單位 Shoe Surgeon 所製作的特殊版本，以原型為基底，在其上加入了蛇皮的元素，外觀看起來依舊經典，但高調奢華的的氣勢卻自然地散發出來。
根據 Shoe Surgeon 的介紹，每雙鞋他們都會手工製作，因此需要 8-12 周的等待時間，但收藏價值也是極高，有這個預算的讀者們不妨可以將該版本列入考慮！
購買：奢華版 UNION X Air Jordan 1 目前已可在 The Shoe Surgeon 官網上下訂。
產品圖：












 


(via The Shoe Surgeon)

",http://overdope.com/archives/420530
2018/12/31,遲來的聖誕禮物！CLOT 釋出 CLOT X Air Jordan 13 “Infra Bred” 聯乘鞋款網路發售情報！,"品牌：CLOT X Jordan Brand
型號：Air Jordan 13 Low “Infra Bred”
消息：先前曾為各位帶來 CLOT X Air Jordan 13 Low “Infra Bred” 的報導，而在經歷了數周的宣傳後，CLOT 官方稍早終於正式釋出了公開發售的消息，根據官方資訊，這雙由陳冠希重新設計的「黑紅」鞋款將於 1 月 3 日正式在 Juicestore 的官網上發售，有興趣的朋友們可千萬不要錯過了。


 










在 Instagram 查看這則貼文


















 
INFRA-BRED ONLINE: the @CLOT x @jumpman23 “INFRA-BRED” Air Jordan 13 Low and accompanying Infrared apparel will be available online at juicestore.com on Thursday 3 January, starting at 1PM HKT (12AM EST // Wednesday 9PM PST) Who’s going to be copping? #clot #jordanbrand #clotjordan #jumpman23 #airjordan13 #clotjordanxiiilow #aj13infrabred #clotjordaninfrabred #clotjordan13infrabred #infrabred #bred #juicestore #juiceonline
 CLOT（@clot）分享的貼文 於 PST 2018 年 12月 月 30 日 下午 10:25 張貼



形象圖：


 










在 Instagram 查看這則貼文


















 
INFRA-BRED NEW YORK CITY: black out your Christmas with the @CLOT x @jumpman23 “INFRA-BRED” Air Jordan 13 Low and accompanying Infrared apparel, dropping tomorrow at our NYC pop-up on 67 Avenue C, New York, NY 10009. FCFS with doors opening at 12PM EST. Team CLOT x JORDAN come through!! Stay tuned for more info on LA and Dubai! #clot #jordanbrand #clotjordan #jumpman23 #airjordan13 #clotjordanxiiilow #aj13infrabred #clotjordaninfrabred #clotjordan13infrabred #infrabred #bred #nyc #teamclotjordan
 CLOT（@clot）分享的貼文 於 PST 2018 年 12月 月 21 日 下午 12:54 張貼



產品圖：


 










在 Instagram 查看這則貼文


















 
INFRA-BRED DUBAI: the @CLOT x @jumpman23 “INFRA-BRED” Air Jordan 13 Low and accompanying blacked-out apparel will be releasing tomorrow Dec 25 at our special pop-up in Dubai’s @jordandubaimall, starting from 12PM GST as first come, first served. Our United Arab Emirites fam come through!! #clot #jordanbrand #clotjordan #jumpman23 #airjordan13 #clotjordanxiiilow #aj13infrabred #clotjordaninfrabred #clotjordan13infrabred #clotinfrared #infrared #infrabred #teamclotxjordan #bred #dubai #DXB23
 CLOT（@clot）分享的貼文 於 PST 2018 年 12月 月 24 日 上午 11:49 張貼




",http://overdope.com/archives/420528
2018/12/31,本週發佈的幾雙鞋，哪些是你的菜？,"“Aspen”

本週 KITH 發佈的 Aspen 系列中包含了兩款 Terrex 戶外鞋，兩種款式均分別有兩種顏色可供選擇。Free Hiker 採用了密集 Primeknit 鞋面設計，鞋頭則採用模壓塑料加固，鞋底配置則有 Boost 中底與 Continental 馬牌橡膠外底相結合；Skychaser 則採用低頂 Primeknit 結構，帶有高強度的凸耳外底，可實現最大抓地力，同樣的，Skychaser 也採用了 Boost 科技優化穿著感受。
發售時間 12/26
發售平台 KITH

多角度欣賞








“中國年”

今年的 Nike CNY 2019 系列的每種材料風格都能追溯到過去 12 年中 Nike CNY 鞋款的特徵。該系列成員包括 Kyrie 5，Zoom Pegasus Turbo，Air Max 98，Air Max 1，Air Max 270，Air Jordan 12，Chuck Taylor 等九雙鞋型。
發售時間 1 月
發售平台 Nike

系列欣賞






“Tokyo”

在近日公佈的 BAPE x Neighborhood x adidas Originals 三方聯名中包含了兩雙鞋款，分別是 POD-S3.1 以及 NMD STLT。POD-S3.1 採用了拼接迷彩鞋面，兩側飾有三道杠及 BAPE 鯊魚圖案；而 NMD STLT 則在鞋舌翻蓋上印有“BAPE”，“NBHD”和“東京”（TOKYO）等字樣。不過據悉這兩雙鞋並不會與 1 月 2 日的服飾系列一同發售，具體時間還有待公佈。
發售日 待公佈
發售平台 adidas


多角度欣賞






“Turbo” 
Nike 近期的主推跑鞋之一 Zoom Pegasus Turbo 成為了 UNDERCOVER 最新被曝出的聯名藍本。本次聯名除了在配色方面盡顯 UNDERCOVER 風格外，更採用了快速繫帶系統增加便捷性，而鞋頭位置也以注入反光細節的 GYAKUSOU 字樣點名身份，而 ZOOM X 大底更是為舒適腳感提供保障。
發售時間 2019 春季
發售平台 Nike

多角度欣賞





“Have A Nike Day”

今年 Air Max Day 的鞋款已於本週得到曝光，Air Max 97 和 Air Max 95 采了類似 1/97 的風格，而 Air Max 1 則採用了不同深淺的藍色絨面革進行拼色。這三款鞋子都在不同部位帶有“Have A Nike Day”字樣，小細節的替換巧妙呼應了“Have A Nice Day”的主題。
發售時間 2019 Air Max Day（3 月）
發售平台 Nike




",http://overdope.com/archives/420487
2018/12/30,Nike 將推出 Playstation X PG2.5 聯乘鞋款白色版本！,"品牌：Playstation X Nike
型號：PG2.5
售價：USD $110
消息：前陣子 Nike 與 Playstation 合作了一雙聯名鞋款，將 Playstation 的經典意象結合到了鞋款上，這樣的跨界合作當時在網路間造成了一陣討論，更是同時囊括了喜愛電動及籃球的消費者市場，而日前再次傳出消息，表示該系列將在下個月發布白色版本，可以看到在白色版本中鞋舌上的 Logo 採用了夜光面料，PS 的色調也均勻在灑在中底的潑墨上，有興趣的朋友們千萬不要錯過了！
產品圖：




(via Nike)

",http://overdope.com/archives/420439
2018/12/30,提前預覽 UNDERCOVER X Nike 最新「GYAKUSOU」系列聯乘 Zoom Pegasus Turbo 鞋款！,"品牌：UNDERCOVER X Nike
型號：Zoom Pegasus Turbo
售價：未知
特色：UNDERCOVER 與 Nike 聯手開發的「GYAKUSOU (逆向奔跑)」系列在前陣子發布了一雙聯乘 Zoom Fly SP 後終於又有了新作品，這次高橋盾將目標放到了 Nike 旗下的 Zoom Pegasus Turbo 跑鞋上，透過提前釋出的圖片可以看到鞋款被改造得相當徹底，整體輪廓看來更加現代而複雜，細節部分包括鞋面的反光細節及反光的 “GYAKUSOU” 字樣等等，此外鞋舌處的複雜鞋帶系統同樣是鞋款的亮點之一。
購買：UNDERCOVER X Nike Zoom Pegasus Turbo”GYAKUSU” 據傳將於 2019 年春季登場，有興趣的朋友們千萬不要錯過了！
產品圖：






",http://overdope.com/archives/420424
2018/12/30,鴿王新作！Staple X Nike SB “Panda Pigeon” 最新配色發售情報釋出！,"品牌：Staple X Nike SB
型號：Nike Dunk SB ” Panda Pigeon”
售價：USD $110
消息：日前我們曾為各位報導過潮流老祖宗 Jeff Staple 將與 Nike SB 再次帶來聯乘的消息，知名滑手 Eric Koston 也隨後在 IG 上搶先曝光該鞋款的鞋底細節，在鞋款的真貌初步展現後，稍早網路上又傳出了該鞋款的販售消息，根據情報，Staple X Nike Dunk SB “Pigeon” 將於 2019 年 1 月 6 號開售，價格為 110 美金，至於購買的方式，相信隨著時間接近會有更多的資訊釋出，有興趣的朋友們可千萬記得要密切留意！
形象圖：

(via HYPEBEAST)

",http://overdope.com/archives/420421
2018/12/28,Vans 高階支線 Vault 推出解構鞋款 SK-8 Hi 全黑配色！,"品牌：Vans
型號：Vans Vault SK-8 Hi
售價：USD $95
特色：今年中 Vans 曾發布一系列類似 The Ten 設計的解構鞋款「Inside Out」，當時發售讓眾多鞋迷都為之瘋狂，而今日 Vans 的高端支線 Vans Vault 再次釋出了延續類似概念的 SK-8 Hi 鞋款，同時也在其中注入了一點棋盤格元素，而鞋面的拉鍊及側面的 Vans 紅標也相當亮眼。
購買：該鞋款目前已於國外版 Vans 上架，有興趣的朋友們千萬不要錯過了！
產品圖：





",http://overdope.com/archives/420258
2018/12/28,Vans X 蘇五口「豬年生肖」聯乘系列台灣發售消息正式曝光！,"品牌：Vans X 蘇五口
型號：豬年生肖系列
售價：未知
特色：日前我們曾為各位報導過 Vans 將與中國設計師蘇五口發布聯乘系列的消息，該系列將以「豬年」為主題，蘇五口取出了與豬相關的「肥、大」意象，將其放到 Vans 的經典鞋款上，從圖片可看到，該系列擁有特別肥大的鞋帶、經典波浪、後跟圖標等細節，設計感十足，將以往品牌特意呼應年節而製作「徒有其表」節慶限定商品的傳統破除，有興趣的朋友們千萬不要錯過了！
購買：Vans X 蘇五口豬年生肖系列將於 2019 年 1 月 5 日正式在台灣 Vans 各大門市發售，有興趣的朋友們千萬不要錯過了。
形象圖：





















 


產品圖：
 
Vans Era NT $2,180 元
 
Vans SK8-Hi Reissue NT $2,980 元
",http://overdope.com/archives/420236
